participant_id,transcript_id,question_ref,tag,severity,sentiment,quote,source_line_start,source_line_end,consolidated_tag
34,en_participant_0034,Q4,Sports Injury Diagnosis,Medium,neutral,"I also use it when I need to well, when I have a certain sports injuries, then I will give it all the information of what I've been doing. Most of the time, it's running. So how often have I been running? What distances have I been running? The type of pain that I'm having, where it's located, what movements, trigger the pain.",25,25,Health And Wellness Support
34,en_participant_0034,Q5,Multimedia Content Gap,High,negative,"With electronics, there are a lot of diagrams that need to be shown, like circuit diagrams, to help you learn more about it. I got to a point where it was saying, oh, here's a circuit diagram, look at this. But it wasn't really showing anything; it didn't show any images. As far as I know, I've never seen Gemini show me an image.",30,30,Content And Writing Support
34,en_participant_0034,Q5,Visual Technique Limitation,Medium,negative,"take woodworking, for example; it can't show me an actual technique. I want to get my planing technique right. What do I do if I'm hand planing? I have to go find that on YouTube myself and go, okay, this is how it looks.",30,30,Creative Design And Media
34,en_participant_0034,Q8,Prompt Guidance Desire,High,positive,"For me, one of the biggest aspects of using AI effectively is the prompts. The key to utilizing AI well lies in how you prompt it, the amount of information you provide, and the level of detail you include so that it can deliver better information ... a perfect AI would assist the user with those prompts by saying, ""Okay, this is what you have, and these are the things you've missed. What kind of depth would you like? What would you like in the background? How do you envision this?""",44,44,Prompting And Instruction Quality
34,en_participant_0034,Q8,Actionable Tangible Plans,High,positive,"I think also suggesting tangibles in the way that I use AI or creating some kind of plan around things would be helpful. For example, if we had diagnosed my tree in the garden, it could provide specific actions to take, like what you should do, what you need to do, and the timelines for each task.",48,48,Usage And Adoption Patterns
34,en_participant_0034,Q8,Calendar Integration Priority,High,positive,"Can I integrate this with my Google Calendar or create a file that I can use to integrate into my Google Calendar? If someone wants to connect Google to the AI, it could send reminders in my calendar for when I need to buy fertilizer, when I need to buy antifungal, when I need to apply it, how much, and how often.",48,48,Calendar And Scheduling
34,en_participant_0034,Q9,Selective Integration Need,Medium,neutral,"For me, my biggest issue is forgetting about things and forgetting when to do things. So that's why the calendar integration is probably the most important thing. I don't see anywhere else that I would want that.",53,53,Data And System Integration
34,en_participant_0034,Q11,AI Lacks Relational Depth,High,negative,"I think it comes down to surface-level issues. AI specifically can't relate to certain things that I'm speaking about, like being forgetful or the gardening topics, where a human would be able to engage more deeply. A human might say, ""Oh, has this happened? Have you seen...?"" There's just a deeper level of conversation between humans than between a human and an AI.",63,63,Usage And Adoption Patterns
34,en_participant_0034,Q11,Limited Contextual Extension,Medium,negative,"The AI will ask questions based on exactly what I've said, while a human would ask questions based on an extension of what I said. For example, if I talk about gardening, a human might ask about nurseries or specific plants, whereas AI would just ask about gardening because I mentioned it.",63,63,Memory And Context Continuity
35,en_participant_0035,Q4,Multi-Parameter Trip Planning,High,positive,"I use AI for similar kinds of tasks that I would use Google for, but with more complicated queries. For example, when I'm planning a trip that's three days long in a specific location and I have dietary requirements and specific interests, I can pass all of those parameters to the AI, and it can create an itinerary for me.",16,16,Travel Planning
35,en_participant_0035,Q4,Code Generation And Problem Solving,High,positive,Another thing I use AI for is generating code and fixing problems in my code.,16,16,Coding And Technical Support
35,en_participant_0035,Q4,Iterative Code Assistance,High,positive,"In the past, I used AI to completely generate code from scratch in languages that I was not familiar with, but I stopped doing that because I realized I couldn't extend the app. AI tends to produce quite a lot of extra code, and it's not always efficient. So these days, I use AI to help me when I have the skeleton of an idea and I have enough knowledge to make the application myself.",24,24,Coding And Technical Support
35,en_participant_0035,Q4,Efficiency Without Understanding Loss,Medium,positive,"I'm just speeding up some processes by getting it to generate code, while making sure that I understand the code and also helping me make the code more efficient.",24,24,Time And Productivity
35,en_participant_0035,Q5,AI Design Limitations,High,negative,"I've used AI to generate designs for me as a product designer. I provide the requirements, and it generates mock-ups for me. I found that while it can create visually appealing mock-ups, it tends to put me in a box. It often just copies the UI of other websites and doesn't deeply understand the problems I'm trying to solve.",29,29,Creative Design And Media
35,en_participant_0035,Q5,Creative Inhibition Effect,High,negative,"Additionally, having seen ideas from the AI, it hinders my ability to think creatively because I tend to iterate off the ideas that the AI generated.",29,29,Creative Design And Media
35,en_participant_0035,Q5,Narrow Solution Framing,Medium,negative,"I think it gives me a solution, and I tend to think more narrowly based on its solution rather than thinking broadly and coming up with a bunch of ideas on my own.",33,33,Usage And Adoption Patterns
